day,station,week,period,in,out
30,rmgc,7,47,3621,2764
30,rmgc,7,48,3517,2752
30,rmgc,7,49,3961,2513
30,rmgc,7,50,3936,2330
30,rmgc,7,51,3892,2568
30,rmgc,7,52,4316,2580
30,rmgc,7,53,3829,2551
30,rmgc,7,54,3688,2282
30,rmgc,7,55,4158,1987
30,rmgc,7,56,3382,2030
30,rmgc,7,57,3036,1764
30,rmgc,7,58,3123,1490
30,rmgc,7,59,2860,1156
30,rmgc,7,60,2876,991
30,rmgc,7,61,3288,712
30,rmgc,7,62,3238,681
30,rmgc,7,63,3009,503
30,rmgc,7,64,3651,449
30,rmgc,7,65,2733,392
30,rmgc,7,66,2559,344
30,rmgc,7,67,3612,344
30,rmgc,7,68,856,266
30,rmgc,7,69,370,238
30,rmgc,7,70,21,363
30,rmgc,7,71,0,101
30,rmgc,7,72,0,119
30,rmgc,1,15,0,0
30,rmgc,1,16,16,4
30,rmgc,1,17,63,24
30,rmgc,1,18,86,47
30,rmgc,1,19,133,826
30,rmgc,1,20,235,801
30,rmgc,1,21,331,940
30,rmgc,1,22,416,1419
30,rmgc,1,23,509,2101
30,rmgc,1,24,614,3300
30,rmgc,1,25,707,6092
30,rmgc,1,26,819,9102
30,rmgc,1,27,739,11558
30,rmgc,1,28,776,8057
30,rmgc,1,29,646,5129
30,rmgc,1,30,663,3383
30,rmgc,1,31,730,2205
30,rmgc,1,32,753,2129
30,rmgc,1,33,863,1884
30,rmgc,1,34,880,1575
30,rmgc,1,35,893,1543
30,rmgc,1,36,980,1591
30,rmgc,1,37,1252,1513
30,rmgc,1,38,1311,1600
30,rmgc,1,39,1316,1671
30,rmgc,1,40,1396,1713
30,rmgc,1,41,1806,1747
30,rmgc,1,42,1757,1685
30,rmgc,1,43,1655,1607
30,rmgc,1,44,1566,1336
30,rmgc,1,45,1668,1312
30,rmgc,1,46,1870,1322
30,rmgc,1,47,1847,1414
30,rmgc,1,48,1953,1270
30,rmgc,1,49,2205,1174
30,rmgc,1,50,2221,1162
30,rmgc,1,51,2745,1319
30,rmgc,1,52,4284,1459
30,rmgc,1,53,4827,1675
30,rmgc,1,54,6948,2069
30,rmgc,1,55,7184,2284
30,rmgc,1,56,6597,2396
30,rmgc,1,57,4589,2121
30,rmgc,1,58,3580,1351
30,rmgc,1,59,2816,991
30,rmgc,1,60,2381,783
30,rmgc,1,61,2557,576
30,rmgc,1,62,2414,514
30,rmgc,1,63,2351,406
30,rmgc,1,64,2687,375
30,rmgc,1,65,2388,330
30,rmgc,1,66,2071,298
30,rmgc,1,67,3379,256
30,rmgc,1,68,735,239
30,rmgc,1,69,301,144
30,rmgc,1,70,24,133
30,rmgc,1,71,2,30
30,rmgc,1,72,0,23
30,rmgc,2,15,0,0
30,rmgc,2,16,17,5
30,rmgc,2,17,48,9
30,rmgc,2,18,71,56
30,rmgc,2,19,132,887
30,rmgc,2,20,186,811
30,rmgc,2,21,289,883
30,rmgc,2,22,398,1335
30,rmgc,2,23,483,1970
30,rmgc,2,24,604,3159
30,rmgc,2,25,705,5977
30,rmgc,2,26,780,8791
30,rmgc,2,27,712,11977
30,rmgc,2,28,750,7663
30,rmgc,2,29,718,5186
30,rmgc,2,30,701,3425
30,rmgc,2,31,729,2365
30,rmgc,2,32,817,2097
30,rmgc,2,33,860,1906
30,rmgc,2,34,933,1797
30,rmgc,2,35,929,1587
30,rmgc,2,36,1083,1603
30,rmgc,2,37,1121,1622
30,rmgc,2,38,1275,1637
30,rmgc,2,39,1395,1831
30,rmgc,2,40,1521,1757
30,rmgc,2,41,1509,1825
30,rmgc,2,42,1556,1786
30,rmgc,2,43,1632,1635
30,rmgc,2,44,1645,1510
30,rmgc,2,45,1735,1483
30,rmgc,2,46,1865,1386
30,rmgc,2,47,2054,1439
30,rmgc,2,48,2050,1395
30,rmgc,2,49,2311,1332
30,rmgc,2,50,2290,1298
30,rmgc,2,51,2891,1413
30,rmgc,2,52,4226,1667
30,rmgc,2,53,5100,2003
30,rmgc,2,54,7003,2089
30,rmgc,2,55,7079,2682
30,rmgc,2,56,6497,2721
30,rmgc,2,57,4419,2283
30,rmgc,2,58,3542,1520
30,rmgc,2,59,2733,1107
30,rmgc,2,60,2440,775
30,rmgc,2,61,2673,603
30,rmgc,2,62,2597,534
30,rmgc,2,63,2568,434
30,rmgc,2,64,3243,428
30,rmgc,2,65,2746,398
30,rmgc,2,66,2412,304
30,rmgc,2,67,3498,291
30,rmgc,2,68,986,273
30,rmgc,2,69,441,209
30,rmgc,2,70,52,208
30,rmgc,2,71,2,38
30,rmgc,2,72,0,22
30,rmgc,3,15,4,0
30,rmgc,3,16,22,2
30,rmgc,3,17,50,10
30,rmgc,3,18,78,42
30,rmgc,3,19,135,538
30,rmgc,3,20,187,702
30,rmgc,3,21,318,970
30,rmgc,3,22,431,1373
30,rmgc,3,23,434,2107
30,rmgc,3,24,635,3428
30,rmgc,3,25,823,6241
30,rmgc,3,26,780,9170
30,rmgc,3,27,729,10991
30,rmgc,3,28,754,8169
30,rmgc,3,29,743,5192
30,rmgc,3,30,768,3880
30,rmgc,3,31,804,2560
30,rmgc,3,32,853,2474
30,rmgc,3,33,964,2200
30,rmgc,3,34,1000,1986
30,rmgc,3,35,1145,1803
30,rmgc,3,36,1145,1837
30,rmgc,3,37,1305,1707
30,rmgc,3,38,1488,1824
30,rmgc,3,39,1564,1969
30,rmgc,3,40,1735,1851
30,rmgc,3,41,1764,1972
30,rmgc,3,42,1816,1996
30,rmgc,3,43,1981,1662
30,rmgc,3,44,1870,1640
30,rmgc,3,45,1912,1563
30,rmgc,3,46,2157,1542
30,rmgc,3,47,2285,1560
30,rmgc,3,48,2434,1588
30,rmgc,3,49,2597,1405
30,rmgc,3,50,2735,1437
30,rmgc,3,51,3008,1461
30,rmgc,3,52,4515,1705
30,rmgc,3,53,5018,2250
30,rmgc,3,54,7257,2381
30,rmgc,3,55,7170,2885
30,rmgc,3,56,6549,2913
30,rmgc,3,57,4588,2565
30,rmgc,3,58,3542,1695
30,rmgc,3,59,2811,1185
30,rmgc,3,60,2550,809
30,rmgc,3,61,2897,574
30,rmgc,3,62,2914,545
30,rmgc,3,63,2869,516
30,rmgc,3,64,3692,458
30,rmgc,3,65,2862,366
30,rmgc,3,66,2443,371
30,rmgc,3,67,3641,307
30,rmgc,3,68,1192,293
30,rmgc,3,69,493,213
30,rmgc,3,70,57,190
30,rmgc,3,71,1,55
30,rmgc,3,72,0,26
30,rmgc,4,15,2,0
30,rmgc,4,16,15,2
30,rmgc,4,17,46,9
30,rmgc,4,18,89,20
30,rmgc,4,19,159,449
30,rmgc,4,20,201,582
30,rmgc,4,21,296,990
30,rmgc,4,22,399,1421
30,rmgc,4,23,484,1982
30,rmgc,4,24,562,3107
30,rmgc,4,25,801,5847
30,rmgc,4,26,804,8733
30,rmgc,4,27,737,11431
30,rmgc,4,28,764,7671
30,rmgc,4,29,749,4940
30,rmgc,4,30,740,3703
30,rmgc,4,31,789,2418
30,rmgc,4,32,764,2135
30,rmgc,4,33,869,2156
30,rmgc,4,34,983,1816
30,rmgc,4,35,1090,1765
30,rmgc,4,36,1102,1759
30,rmgc,4,37,1337,1627
30,rmgc,4,38,1353,1757
30,rmgc,4,39,1472,1842
30,rmgc,4,40,1583,1779
30,rmgc,4,41,1620,1821
30,rmgc,4,42,1686,1853
30,rmgc,4,43,1926,1708
30,rmgc,4,44,1905,1542
30,rmgc,4,45,2125,1471
30,rmgc,4,46,2000,1553
30,rmgc,4,47,2217,1499
30,rmgc,4,48,2208,1416
30,rmgc,4,49,2339,1391
30,rmgc,4,50,2492,1361
30,rmgc,4,51,2802,1507
30,rmgc,4,52,4301,1654
30,rmgc,4,53,5025,2142
30,rmgc,4,54,7007,2403
30,rmgc,4,55,7204,2919
30,rmgc,4,56,6393,2858
30,rmgc,4,57,4394,2517
30,rmgc,4,58,3552,1788
30,rmgc,4,59,2742,1173
30,rmgc,4,60,2621,843
30,rmgc,4,61,2906,659
30,rmgc,4,62,2923,568
30,rmgc,4,63,2927,472
30,rmgc,4,64,3439,413
30,rmgc,4,65,3133,387
30,rmgc,4,66,2549,310
30,rmgc,4,67,3763,302
30,rmgc,4,68,1030,234
30,rmgc,4,69,483,223
30,rmgc,4,70,54,242
30,rmgc,4,71,1,44
30,rmgc,4,72,0,34
30,rmgc,5,15,3,0
30,rmgc,5,16,14,7
30,rmgc,5,17,49,10
30,rmgc,5,18,87,94
30,rmgc,5,19,138,1500
30,rmgc,5,20,222,1334
30,rmgc,5,21,306,1184
30,rmgc,5,22,367,1400
30,rmgc,5,23,460,2048
30,rmgc,5,24,601,3248
30,rmgc,5,25,766,5955
30,rmgc,5,26,809,8910
30,rmgc,5,27,720,11179
30,rmgc,5,28,764,7691
30,rmgc,5,29,721,4866
30,rmgc,5,30,767,3701
30,rmgc,5,31,806,2531
30,rmgc,5,32,842,2239
30,rmgc,5,33,949,2237
30,rmgc,5,34,1125,1860
30,rmgc,5,35,1186,1886
30,rmgc,5,36,1238,1902
30,rmgc,5,37,1363,1911
30,rmgc,5,38,1579,1902
30,rmgc,5,39,1665,2078
30,rmgc,5,40,1889,2062
30,rmgc,5,41,1832,2028
30,rmgc,5,42,2020,2015
30,rmgc,5,43,2120,1948
30,rmgc,5,44,2260,1942
30,rmgc,5,45,2414,1825
30,rmgc,5,46,2322,1768
30,rmgc,5,47,2551,1799
30,rmgc,5,48,2559,1951
30,rmgc,5,49,2781,1801
30,rmgc,5,50,2974,1922
30,rmgc,5,51,3157,2060
30,rmgc,5,52,4453,2380
30,rmgc,5,53,4983,3009
30,rmgc,5,54,6877,3300
30,rmgc,5,55,7315,3856
30,rmgc,5,56,6286,4321
30,rmgc,5,57,4574,3907
30,rmgc,5,58,3987,2523
30,rmgc,5,59,3359,1701
30,rmgc,5,60,2904,1200
30,rmgc,5,61,3186,1012
30,rmgc,5,62,3295,833
30,rmgc,5,63,3492,669
30,rmgc,5,64,4611,569
30,rmgc,5,65,4380,504
30,rmgc,5,66,3862,462
30,rmgc,5,67,5172,442
30,rmgc,5,68,1789,412
30,rmgc,5,69,868,285
30,rmgc,5,70,57,386
30,rmgc,5,71,4,104
30,rmgc,5,72,0,65
30,rmgc,6,15,1,0
30,rmgc,6,16,25,3
30,rmgc,6,17,84,16
30,rmgc,6,18,97,61
30,rmgc,6,19,167,1146
30,rmgc,6,20,148,1421
30,rmgc,6,21,206,1189
30,rmgc,6,22,266,1264
30,rmgc,6,23,316,1365
30,rmgc,6,24,347,1676
30,rmgc,6,25,434,2037
30,rmgc,6,26,485,2994
30,rmgc,6,27,451,3894
30,rmgc,6,28,491,3300
30,rmgc,6,29,568,3067
30,rmgc,6,30,614,3360
30,rmgc,6,31,740,3271
30,rmgc,6,32,835,3556
30,rmgc,6,33,899,3681
30,rmgc,6,34,1031,3721
30,rmgc,6,35,1133,3622
30,rmgc,6,36,1386,3653
30,rmgc,6,37,1504,3325
30,rmgc,6,38,1685,3633
30,rmgc,6,39,1849,3855
30,rmgc,6,40,2063,3754
30,rmgc,6,41,2341,3850
30,rmgc,6,42,2386,4045
30,rmgc,6,43,2788,3660
30,rmgc,6,44,2975,3475
30,rmgc,6,45,3111,3380
30,rmgc,6,46,3445,3337
30,rmgc,6,47,3518,3026
30,rmgc,6,48,3828,3079
30,rmgc,6,49,4176,2912
30,rmgc,6,50,4132,2828
30,rmgc,6,51,4079,3045
30,rmgc,6,52,4115,3154
30,rmgc,6,53,4082,3101
30,rmgc,6,54,3834,2818
30,rmgc,6,55,4046,2511
30,rmgc,6,56,3546,2226
30,rmgc,6,57,3199,1937
30,rmgc,6,58,3100,1621
30,rmgc,6,59,2852,1234
30,rmgc,6,60,3082,1070
30,rmgc,6,61,3432,823
30,rmgc,6,62,3609,729
30,rmgc,6,63,3729,570
30,rmgc,6,64,4498,608
30,rmgc,6,65,3953,492
30,rmgc,6,66,3453,423
30,rmgc,6,67,4815,361
30,rmgc,6,68,1495,400
30,rmgc,6,69,649,328
30,rmgc,6,70,65,404
30,rmgc,6,71,0,29
30,rmgc,6,72,0,43
30,rmgc,7,15,1,0
30,rmgc,7,16,13,4
30,rmgc,7,17,51,8
30,rmgc,7,18,105,23
30,rmgc,7,19,127,370
30,rmgc,7,20,108,473
30,rmgc,7,21,161,472
30,rmgc,7,22,196,572
30,rmgc,7,23,228,883
30,rmgc,7,24,232,1040
30,rmgc,7,25,305,1357
30,rmgc,7,26,376,1863
30,rmgc,7,27,462,2919
30,rmgc,7,28,451,2581
30,rmgc,7,29,443,2507
30,rmgc,7,30,548,2648
30,rmgc,7,31,615,2600
30,rmgc,7,32,659,2782
30,rmgc,7,33,788,3030
30,rmgc,7,34,992,3148
30,rmgc,7,35,1035,3082
30,rmgc,7,36,1062,3179
30,rmgc,7,37,1384,2808
30,rmgc,7,38,1565,2944
30,rmgc,7,39,1528,3346
30,rmgc,7,40,1760,3325
30,rmgc,7,41,1923,3630
30,rmgc,7,42,1962,3647
30,rmgc,7,43,2538,3353
30,rmgc,7,44,2667,3080
30,rmgc,7,45,2838,2889
30,rmgc,7,46,3470,2722
30,rmgc,7,47,3757,2458
30,rmgc,7,48,3870,2566
30,rmgc,7,49,3643,2134
30,rmgc,7,50,3910,2125
30,rmgc,7,51,3736,2269
30,rmgc,7,52,4072,2268
30,rmgc,7,53,3763,2241
30,rmgc,7,54,3624,2046
30,rmgc,7,55,3640,1908
30,rmgc,7,56,3060,1662
30,rmgc,7,57,2735,1443
30,rmgc,7,58,3057,1182
30,rmgc,7,59,2735,969
30,rmgc,7,60,2771,778
30,rmgc,7,61,3063,676
30,rmgc,7,62,3266,533
30,rmgc,7,63,2653,528
30,rmgc,7,64,3098,362
30,rmgc,7,65,2385,301
30,rmgc,7,66,2150,292
30,rmgc,7,67,3190,280
30,rmgc,7,68,653,274
30,rmgc,7,69,318,180
30,rmgc,7,70,17,379
30,rmgc,7,71,0,126
30,rmgc,7,72,0,107
30,rmgc,1,15,2,1
30,rmgc,1,16,12,9
30,rmgc,1,17,62,24
30,rmgc,1,18,88,55
30,rmgc,1,19,159,863
30,rmgc,1,20,220,853
30,rmgc,1,21,357,975
30,rmgc,1,22,382,1418
30,rmgc,1,23,466,2021
30,rmgc,1,24,622,3028
30,rmgc,1,25,816,6132
30,rmgc,1,26,778,8722
30,rmgc,1,27,722,11815
30,rmgc,1,28,717,7810
30,rmgc,1,29,654,5226
30,rmgc,1,30,684,3386
30,rmgc,1,31,724,2285
30,rmgc,1,32,679,1893
30,rmgc,1,33,785,1859
30,rmgc,1,34,768,1535
30,rmgc,1,35,823,1454
30,rmgc,1,36,953,1540
30,rmgc,1,37,1059,1359
30,rmgc,1,38,1173,1750
30,rmgc,1,39,1212,1609
30,rmgc,1,40,1315,1597
30,rmgc,1,41,1435,1585
30,rmgc,1,42,1298,1660
30,rmgc,1,43,1521,1618
30,rmgc,1,44,1510,1451
30,rmgc,1,45,1729,1425
30,rmgc,1,46,1765,1353
30,rmgc,1,47,1974,1315
30,rmgc,1,48,1901,1147
30,rmgc,1,49,2060,1169
30,rmgc,1,50,2174,1161
30,rmgc,1,51,2823,1249
30,rmgc,1,52,4410,1481
30,rmgc,1,53,4878,1657
30,rmgc,1,54,6801,1952
30,rmgc,1,55,7542,2187
30,rmgc,1,56,6592,2186
30,rmgc,1,57,4643,2178
30,rmgc,1,58,3495,1423
30,rmgc,1,59,2725,960
30,rmgc,1,60,2371,828
30,rmgc,1,61,2529,554
30,rmgc,1,62,2435,535
30,rmgc,1,63,2453,438
30,rmgc,1,64,2676,375
30,rmgc,1,65,2192,308
30,rmgc,1,66,2014,288
30,rmgc,1,67,3396,272
30,rmgc,1,68,845,261
30,rmgc,1,69,341,172
30,rmgc,1,70,28,201
30,rmgc,1,71,0,46
30,rmgc,1,72,0,46
30,rmgc,2,15,5,0
30,rmgc,2,16,19,5
30,rmgc,2,17,50,21
30,rmgc,2,18,77,58
30,rmgc,2,19,157,866
30,rmgc,2,20,196,848
30,rmgc,2,21,313,965
30,rmgc,2,22,422,1375
30,rmgc,2,23,508,2105
30,rmgc,2,24,654,3346
30,rmgc,2,25,782,5835
30,rmgc,2,26,851,9136
30,rmgc,2,27,724,11876
30,rmgc,2,28,726,7449
30,rmgc,2,29,743,4941
30,rmgc,2,30,727,3774
30,rmgc,2,31,781,2482
30,rmgc,2,32,893,2305
30,rmgc,2,33,910,2253
30,rmgc,2,34,966,1915
30,rmgc,2,35,1000,1783
30,rmgc,2,36,1213,1895
30,rmgc,2,37,1322,1617
30,rmgc,2,38,1326,1827
30,rmgc,2,39,1473,1824
30,rmgc,2,40,1676,1866
30,rmgc,2,41,1753,1903
30,rmgc,2,42,1874,1925
30,rmgc,2,43,1984,1728
30,rmgc,2,44,2023,1644
30,rmgc,2,45,1967,1592
30,rmgc,2,46,2185,1477
30,rmgc,2,47,2133,1542
30,rmgc,2,48,2379,1519
30,rmgc,2,49,2531,1407
30,rmgc,2,50,2472,1422
30,rmgc,2,51,2883,1427
30,rmgc,2,52,4261,1701
30,rmgc,2,53,4713,2021
30,rmgc,2,54,6950,2474
30,rmgc,2,55,7029,2744
30,rmgc,2,56,6670,2813
30,rmgc,2,57,4681,2393
30,rmgc,2,58,3708,1707
30,rmgc,2,59,2777,1180
30,rmgc,2,60,2693,886
30,rmgc,2,61,2864,596
30,rmgc,2,62,2870,538
30,rmgc,2,63,2833,496
30,rmgc,2,64,3248,434
30,rmgc,2,65,2904,361
30,rmgc,2,66,2439,295
30,rmgc,2,67,3618,285
30,rmgc,2,68,1016,285
30,rmgc,2,69,465,196
30,rmgc,2,70,36,205
30,rmgc,2,71,2,60
30,rmgc,2,72,0,32
30,rmgc,3,15,0,0
30,rmgc,3,16,27,4
30,rmgc,3,17,58,13
30,rmgc,3,18,85,32
30,rmgc,3,19,149,467
30,rmgc,3,20,201,617
30,rmgc,3,21,318,852
30,rmgc,3,22,429,1272
30,rmgc,3,23,484,2162
30,rmgc,3,24,661,3131
30,rmgc,3,25,819,6176
30,rmgc,3,26,779,8686
30,rmgc,3,27,744,10928
30,rmgc,3,28,797,8480
30,rmgc,3,29,750,5036
30,rmgc,3,30,876,3775
30,rmgc,3,31,862,2538
30,rmgc,3,32,948,2269
30,rmgc,3,33,964,2273
30,rmgc,3,34,965,2038
30,rmgc,3,35,1171,1802
30,rmgc,3,36,1201,1869
30,rmgc,3,37,1414,1789
30,rmgc,3,38,1461,1832
30,rmgc,3,39,1564,1793
30,rmgc,3,40,1741,1839
30,rmgc,3,41,1784,1885
30,rmgc,3,42,1931,1943
30,rmgc,3,43,2026,1742
30,rmgc,3,44,2047,1685
30,rmgc,3,45,2183,1673
30,rmgc,3,46,2142,1554
30,rmgc,3,47,2189,1553
30,rmgc,3,48,2312,1539
30,rmgc,3,49,2387,1435
30,rmgc,3,50,2587,1477
30,rmgc,3,51,2988,1556
30,rmgc,3,52,4289,1753
30,rmgc,3,53,4940,2323
30,rmgc,3,54,7137,2530
30,rmgc,3,55,6962,2912
30,rmgc,3,56,6331,2972
30,rmgc,3,57,4499,2676
30,rmgc,3,58,3519,1645
30,rmgc,3,59,3053,1343
30,rmgc,3,60,2679,905
30,rmgc,3,61,2917,642
30,rmgc,3,62,2852,582
30,rmgc,3,63,2945,437
30,rmgc,3,64,3542,439
30,rmgc,3,65,2947,401
30,rmgc,3,66,2555,351
30,rmgc,3,67,3754,288
30,rmgc,3,68,999,265
30,rmgc,3,69,447,214
30,rmgc,3,70,37,236
30,rmgc,3,71,0,46
30,rmgc,3,72,0,26
30,rmgc,4,15,4,0
30,rmgc,4,16,17,4
30,rmgc,4,17,55,13
30,rmgc,4,18,100,45
30,rmgc,4,19,167,539
30,rmgc,4,20,229,598
30,rmgc,4,21,316,868
30,rmgc,4,22,391,1414
30,rmgc,4,23,495,2042
30,rmgc,4,24,601,3302
30,rmgc,4,25,788,5973
30,rmgc,4,26,779,9023
30,rmgc,4,27,775,11298
30,rmgc,4,28,826,7553
30,rmgc,4,29,778,5059
30,rmgc,4,30,927,3612
30,rmgc,4,31,805,2533
30,rmgc,4,32,809,2186
30,rmgc,4,33,870,2069
30,rmgc,4,34,1039,1936
30,rmgc,4,35,1006,1773
30,rmgc,4,36,1213,1806
30,rmgc,4,37,1281,1681
30,rmgc,4,38,1388,1850
30,rmgc,4,39,1544,1721
30,rmgc,4,40,1706,1717
30,rmgc,4,41,1817,1844
30,rmgc,4,42,1831,1912
30,rmgc,4,43,1845,1604
30,rmgc,4,44,1991,1660
30,rmgc,4,45,1867,1527
30,rmgc,4,46,1948,1462
30,rmgc,4,47,2075,1506
30,rmgc,4,48,2175,1436
30,rmgc,4,49,2423,1458
30,rmgc,4,50,2530,1522
30,rmgc,4,51,2863,1658
30,rmgc,4,52,4163,1807
30,rmgc,4,53,4717,2214
30,rmgc,4,54,6740,2628
30,rmgc,4,55,7083,2942
30,rmgc,4,56,6157,3029
30,rmgc,4,57,4394,2762
30,rmgc,4,58,3596,1890
30,rmgc,4,59,3110,1293
30,rmgc,4,60,2674,956
30,rmgc,4,61,3060,563
30,rmgc,4,62,2854,510
30,rmgc,4,63,3107,487
30,rmgc,4,64,3338,462
30,rmgc,4,65,3024,411
30,rmgc,4,66,2793,323
30,rmgc,4,67,4255,311
30,rmgc,4,68,1085,308
30,rmgc,4,69,487,209
30,rmgc,4,70,42,216
30,rmgc,4,71,0,41
30,rmgc,4,72,0,45
30,rmgc,5,15,0,0
30,rmgc,5,16,12,4
30,rmgc,5,17,51,17
30,rmgc,5,18,108,110
30,rmgc,5,19,149,1583
30,rmgc,5,20,209,1326
