day,station,week,period,in,out
30,lzj,6,45,1048,1221
30,lzj,6,46,1089,1109
30,lzj,6,47,1219,1139
30,lzj,6,48,1161,1031
30,lzj,6,49,1341,1076
30,lzj,6,50,1467,1159
30,lzj,6,51,1295,1110
30,lzj,6,52,1394,1163
30,lzj,6,53,1463,1073
30,lzj,6,54,1317,1204
30,lzj,6,55,1341,876
30,lzj,6,56,1146,885
30,lzj,6,57,1127,758
30,lzj,6,58,1231,749
30,lzj,6,59,1140,591
30,lzj,6,60,1073,552
30,lzj,6,61,1404,491
30,lzj,6,62,1281,516
30,lzj,6,63,1556,421
30,lzj,6,64,1570,385
30,lzj,6,65,1571,397
30,lzj,6,66,1365,292
30,lzj,6,67,1721,272
30,lzj,6,68,800,249
30,lzj,6,69,282,165
30,lzj,6,70,43,74
30,lzj,6,71,0,14
30,lzj,6,72,0,0
30,lzj,7,15,0,0
30,lzj,7,16,11,0
30,lzj,7,17,47,2
30,lzj,7,18,79,6
30,lzj,7,19,81,71
30,lzj,7,20,72,129
30,lzj,7,21,127,237
30,lzj,7,22,141,380
30,lzj,7,23,146,366
30,lzj,7,24,174,532
30,lzj,7,25,220,452
30,lzj,7,26,174,536
30,lzj,7,27,249,646
30,lzj,7,28,236,771
30,lzj,7,29,205,995
30,lzj,7,30,230,1005
30,lzj,7,31,232,892
30,lzj,7,32,305,1007
30,lzj,7,33,297,942
30,lzj,7,34,323,1084
30,lzj,7,35,348,1075
30,lzj,7,36,429,1077
30,lzj,7,37,447,825
30,lzj,7,38,536,953
30,lzj,7,39,565,959
30,lzj,7,40,667,946
30,lzj,7,41,707,1151
30,lzj,7,42,822,1136
30,lzj,7,43,805,1117
30,lzj,7,44,948,959
30,lzj,7,45,1012,1069
30,lzj,7,46,1011,909
30,lzj,7,47,1044,832
30,lzj,7,48,1131,886
30,lzj,7,49,1072,771
30,lzj,7,50,1033,877
30,lzj,7,51,1072,778
30,lzj,7,52,1025,858
30,lzj,7,53,959,716
30,lzj,7,54,982,758
30,lzj,7,55,912,651
30,lzj,7,56,808,635
30,lzj,7,57,884,508
30,lzj,7,58,920,502
30,lzj,7,59,779,453
30,lzj,7,60,843,404
30,lzj,7,61,1021,399
30,lzj,7,62,947,358
30,lzj,7,63,989,306
30,lzj,7,64,1092,241
30,lzj,7,65,883,243
30,lzj,7,66,646,192
30,lzj,7,67,1042,168
30,lzj,7,68,354,189
30,lzj,7,69,102,103
30,lzj,7,70,34,95
30,lzj,7,71,0,8
30,lzj,7,72,0,0
30,lzj,1,15,0,0
30,lzj,1,16,12,1
30,lzj,1,17,52,0
30,lzj,1,18,94,10
30,lzj,1,19,133,122
30,lzj,1,20,137,306
30,lzj,1,21,190,354
30,lzj,1,22,292,725
30,lzj,1,23,243,1451
30,lzj,1,24,407,2765
30,lzj,1,25,580,7867
30,lzj,1,26,625,9394
30,lzj,1,27,474,10221
30,lzj,1,28,485,6093
30,lzj,1,29,428,3897
30,lzj,1,30,407,2196
30,lzj,1,31,366,1399
30,lzj,1,32,434,881
30,lzj,1,33,498,871
30,lzj,1,34,429,779
30,lzj,1,35,551,716
30,lzj,1,36,670,723
30,lzj,1,37,699,660
30,lzj,1,38,635,763
30,lzj,1,39,593,723
30,lzj,1,40,635,1016
30,lzj,1,41,650,901
30,lzj,1,42,693,935
30,lzj,1,43,744,806
30,lzj,1,44,703,726
30,lzj,1,45,757,633
30,lzj,1,46,840,697
30,lzj,1,47,813,633
30,lzj,1,48,841,682
30,lzj,1,49,958,591
30,lzj,1,50,1076,532
30,lzj,1,51,1437,669
30,lzj,1,52,2883,703
30,lzj,1,53,3800,819
30,lzj,1,54,6427,948
30,lzj,1,55,6368,1048
30,lzj,1,56,6120,995
30,lzj,1,57,4191,1032
30,lzj,1,58,3247,679
30,lzj,1,59,2223,530
30,lzj,1,60,1736,362
30,lzj,1,61,1595,343
30,lzj,1,62,1369,252
30,lzj,1,63,1264,291
30,lzj,1,64,1229,220
30,lzj,1,65,1232,201
30,lzj,1,66,981,204
30,lzj,1,67,1378,156
30,lzj,1,68,464,168
30,lzj,1,69,195,99
30,lzj,1,70,51,56
30,lzj,1,71,4,6
30,lzj,1,72,0,0
30,lzj,2,15,0,0
30,lzj,2,16,24,0
30,lzj,2,17,56,3
30,lzj,2,18,110,6
30,lzj,2,19,136,131
30,lzj,2,20,164,282
30,lzj,2,21,207,362
30,lzj,2,22,277,783
30,lzj,2,23,256,1410
30,lzj,2,24,432,3387
30,lzj,2,25,629,7406
30,lzj,2,26,537,8411
30,lzj,2,27,538,11188
30,lzj,2,28,551,5273
30,lzj,2,29,460,3710
30,lzj,2,30,423,2170
30,lzj,2,31,523,1246
30,lzj,2,32,530,1183
30,lzj,2,33,611,966
30,lzj,2,34,592,887
30,lzj,2,35,714,887
30,lzj,2,36,732,854
30,lzj,2,37,794,766
30,lzj,2,38,770,871
30,lzj,2,39,750,999
30,lzj,2,40,810,1039
30,lzj,2,41,943,1156
30,lzj,2,42,802,1014
30,lzj,2,43,854,1017
30,lzj,2,44,898,862
30,lzj,2,45,885,810
30,lzj,2,46,929,810
30,lzj,2,47,976,835
30,lzj,2,48,949,692
30,lzj,2,49,1170,697
30,lzj,2,50,1221,744
30,lzj,2,51,1577,740
30,lzj,2,52,3110,776
30,lzj,2,53,3765,991
30,lzj,2,54,6474,1161
30,lzj,2,55,6369,1156
30,lzj,2,56,5963,1231
30,lzj,2,57,4080,1081
30,lzj,2,58,3124,795
30,lzj,2,59,2311,600
30,lzj,2,60,1960,442
30,lzj,2,61,1665,384
30,lzj,2,62,1521,336
30,lzj,2,63,1456,315
30,lzj,2,64,1464,228
30,lzj,2,65,1398,278
30,lzj,2,66,1162,196
30,lzj,2,67,1417,214
30,lzj,2,68,649,218
30,lzj,2,69,244,108
30,lzj,2,70,49,47
30,lzj,2,71,0,1
30,lzj,2,72,0,0
30,lzj,3,15,0,0
30,lzj,3,16,27,1
30,lzj,3,17,48,1
30,lzj,3,18,87,9
30,lzj,3,19,138,119
30,lzj,3,20,142,315
30,lzj,3,21,203,424
30,lzj,3,22,246,741
30,lzj,3,23,297,1237
30,lzj,3,24,421,3334
30,lzj,3,25,641,7651
30,lzj,3,26,597,8988
30,lzj,3,27,510,10038
30,lzj,3,28,600,5844
30,lzj,3,29,454,3496
30,lzj,3,30,436,2152
30,lzj,3,31,443,1419
30,lzj,3,32,504,1104
30,lzj,3,33,534,891
30,lzj,3,34,578,904
30,lzj,3,35,717,875
30,lzj,3,36,802,907
30,lzj,3,37,890,763
30,lzj,3,38,781,877
30,lzj,3,39,772,941
30,lzj,3,40,795,1188
30,lzj,3,41,819,1094
30,lzj,3,42,771,1019
30,lzj,3,43,791,1009
30,lzj,3,44,894,863
30,lzj,3,45,921,807
30,lzj,3,46,971,907
30,lzj,3,47,1052,821
30,lzj,3,48,1026,810
30,lzj,3,49,1176,758
30,lzj,3,50,1294,752
30,lzj,3,51,1430,765
30,lzj,3,52,3230,826
30,lzj,3,53,3867,1162
30,lzj,3,54,6547,1204
30,lzj,3,55,6105,1302
30,lzj,3,56,5862,1266
30,lzj,3,57,4049,1193
30,lzj,3,58,3004,839
30,lzj,3,59,2193,674
30,lzj,3,60,1715,419
30,lzj,3,61,1703,375
30,lzj,3,62,1644,315
30,lzj,3,63,1533,330
30,lzj,3,64,1739,275
30,lzj,3,65,1573,320
30,lzj,3,66,1278,215
30,lzj,3,67,1464,221
30,lzj,3,68,584,213
30,lzj,3,69,222,111
30,lzj,3,70,48,64
30,lzj,3,71,1,6
30,lzj,3,72,0,0
30,lzj,4,15,0,0
30,lzj,4,16,17,0
30,lzj,4,17,75,0
30,lzj,4,18,109,4
30,lzj,4,19,138,120
30,lzj,4,20,138,307
30,lzj,4,21,172,393
30,lzj,4,22,284,670
30,lzj,4,23,299,1379
30,lzj,4,24,416,3267
30,lzj,4,25,605,7683
30,lzj,4,26,588,8496
30,lzj,4,27,455,10451
30,lzj,4,28,573,5280
30,lzj,4,29,502,3616
30,lzj,4,30,475,2264
30,lzj,4,31,533,1413
30,lzj,4,32,522,1092
30,lzj,4,33,565,969
30,lzj,4,34,571,949
30,lzj,4,35,678,867
30,lzj,4,36,770,839
30,lzj,4,37,809,763
30,lzj,4,38,810,903
30,lzj,4,39,722,958
30,lzj,4,40,742,1036
30,lzj,4,41,895,1258
30,lzj,4,42,887,1023
30,lzj,4,43,801,859
30,lzj,4,44,879,868
30,lzj,4,45,894,826
30,lzj,4,46,976,750
30,lzj,4,47,986,832
30,lzj,4,48,942,711
30,lzj,4,49,1126,808
30,lzj,4,50,1280,766
30,lzj,4,51,1532,807
30,lzj,4,52,3043,825
30,lzj,4,53,3741,1016
30,lzj,4,54,6220,1160
30,lzj,4,55,6229,1310
30,lzj,4,56,5834,1285
30,lzj,4,57,4076,1091
30,lzj,4,58,3022,789
30,lzj,4,59,2220,616
30,lzj,4,60,1829,443
30,lzj,4,61,1800,373
30,lzj,4,62,1462,355
30,lzj,4,63,1479,344
30,lzj,4,64,1695,229
30,lzj,4,65,1452,291
30,lzj,4,66,1297,267
30,lzj,4,67,1640,219
30,lzj,4,68,687,203
30,lzj,4,69,270,120
30,lzj,4,70,48,69
30,lzj,4,71,2,5
30,lzj,4,72,0,0
30,lzj,5,15,0,0
30,lzj,5,16,14,0
30,lzj,5,17,75,0
30,lzj,5,18,87,7
30,lzj,5,19,134,112
30,lzj,5,20,133,273
30,lzj,5,21,197,399
30,lzj,5,22,262,748
30,lzj,5,23,253,1452
30,lzj,5,24,392,3029
30,lzj,5,25,628,7738
30,lzj,5,26,515,8356
30,lzj,5,27,475,10149
30,lzj,5,28,540,5441
30,lzj,5,29,619,3397
30,lzj,5,30,411,2509
30,lzj,5,31,416,1408
30,lzj,5,32,535,1223
30,lzj,5,33,643,1008
30,lzj,5,34,649,876
30,lzj,5,35,719,948
30,lzj,5,36,860,935
30,lzj,5,37,916,824
30,lzj,5,38,836,1034
30,lzj,5,39,827,1078
30,lzj,5,40,860,1129
30,lzj,5,41,947,1275
30,lzj,5,42,899,1147
30,lzj,5,43,974,1027
30,lzj,5,44,966,958
30,lzj,5,45,922,847
30,lzj,5,46,1090,942
30,lzj,5,47,1108,874
30,lzj,5,48,1075,863
30,lzj,5,49,1414,859
30,lzj,5,50,1372,914
30,lzj,5,51,1733,991
30,lzj,5,52,3314,969
30,lzj,5,53,3944,1305
30,lzj,5,54,6547,1348
30,lzj,5,55,6328,1726
30,lzj,5,56,5809,1618
30,lzj,5,57,4047,1600
30,lzj,5,58,2976,1094
30,lzj,5,59,2174,775
30,lzj,5,60,1844,686
30,lzj,5,61,1767,477
30,lzj,5,62,1601,415
30,lzj,5,63,1739,441
30,lzj,5,64,1841,331
30,lzj,5,65,1709,375
30,lzj,5,66,1693,314
30,lzj,5,67,2065,305
30,lzj,5,68,992,281
30,lzj,5,69,376,150
30,lzj,5,70,78,110
30,lzj,5,71,1,16
30,lzj,5,72,0,0
30,lzj,6,15,0,0
30,lzj,6,16,12,0
30,lzj,6,17,70,1
30,lzj,6,18,126,4
30,lzj,6,19,129,68
30,lzj,6,20,159,175
30,lzj,6,21,143,215
30,lzj,6,22,177,403
30,lzj,6,23,230,437
30,lzj,6,24,227,617
30,lzj,6,25,300,599
30,lzj,6,26,323,977
30,lzj,6,27,282,1039
30,lzj,6,28,369,1161
30,lzj,6,29,296,1304
30,lzj,6,30,363,1436
30,lzj,6,31,328,1187
30,lzj,6,32,374,1245
30,lzj,6,33,380,1407
30,lzj,6,34,489,1384
30,lzj,6,35,500,1180
30,lzj,6,36,544,1211
30,lzj,6,37,566,1023
30,lzj,6,38,720,1331
30,lzj,6,39,707,1396
30,lzj,6,40,803,1298
30,lzj,6,41,818,1362
30,lzj,6,42,948,1408
30,lzj,6,43,941,1436
30,lzj,6,44,1090,1183
30,lzj,6,45,1183,1200
30,lzj,6,46,1182,1138
30,lzj,6,47,1224,1094
30,lzj,6,48,1219,1139
30,lzj,6,49,1416,1074
30,lzj,6,50,1407,1201
30,lzj,6,51,1700,1144
30,lzj,6,52,1733,1307
30,lzj,6,53,1780,1205
30,lzj,6,54,1484,1168
30,lzj,6,55,1294,909
30,lzj,6,56,1176,933
30,lzj,6,57,1067,876
30,lzj,6,58,1173,779
30,lzj,6,59,1042,646
30,lzj,6,60,1131,608
30,lzj,6,61,1376,507
30,lzj,6,62,1295,517
30,lzj,6,63,1421,423
30,lzj,6,64,1693,322
30,lzj,6,65,1499,331
30,lzj,6,66,1419,278
30,lzj,6,67,1589,264
30,lzj,6,68,847,314
30,lzj,6,69,294,133
30,lzj,6,70,57,87
30,lzj,6,71,2,14
30,lzj,6,72,0,0
30,lzj,7,15,0,0
30,lzj,7,16,15,0
30,lzj,7,17,52,1
30,lzj,7,18,98,4
30,lzj,7,19,82,65
30,lzj,7,20,92,131
30,lzj,7,21,117,179
30,lzj,7,22,159,377
30,lzj,7,23,173,352
30,lzj,7,24,166,481
30,lzj,7,25,295,576
30,lzj,7,26,309,709
30,lzj,7,27,267,926
30,lzj,7,28,274,1024
30,lzj,7,29,242,1110
30,lzj,7,30,288,1170
30,lzj,7,31,275,1131
30,lzj,7,32,379,1139
30,lzj,7,33,427,1196
30,lzj,7,34,392,1265
30,lzj,7,35,449,1154
30,lzj,7,36,504,1120
30,lzj,7,37,515,963
30,lzj,7,38,687,1092
30,lzj,7,39,651,1195
30,lzj,7,40,733,1162
30,lzj,7,41,833,1282
30,lzj,7,42,939,1274
30,lzj,7,43,955,1151
30,lzj,7,44,1098,1064
30,lzj,7,45,1069,1086
30,lzj,7,46,1165,931
30,lzj,7,47,1068,907
30,lzj,7,48,1154,1020
30,lzj,7,49,1195,949
30,lzj,7,50,1202,870
30,lzj,7,51,1293,1020
30,lzj,7,52,1410,1054
30,lzj,7,53,1301,913
30,lzj,7,54,1164,992
30,lzj,7,55,1177,792
30,lzj,7,56,1120,788
30,lzj,7,57,884,633
30,lzj,7,58,1016,651
30,lzj,7,59,978,455
30,lzj,7,60,1016,589
30,lzj,7,61,1079,457
30,lzj,7,62,1116,354
30,lzj,7,63,1211,351
30,lzj,7,64,1305,319
30,lzj,7,65,1055,340
30,lzj,7,66,752,216
30,lzj,7,67,1172,221
30,lzj,7,68,434,205
30,lzj,7,69,128,100
30,lzj,7,70,29,99
30,lzj,7,71,1,11
30,lzj,7,72,0,0
30,lzj,1,15,0,1
30,lzj,1,16,9,0
30,lzj,1,17,78,1
30,lzj,1,18,100,8
30,lzj,1,19,132,124
30,lzj,1,20,135,303
30,lzj,1,21,229,377
30,lzj,1,22,279,750
30,lzj,1,23,283,1622
30,lzj,1,24,463,3426
30,lzj,1,25,535,7627
30,lzj,1,26,552,8851
30,lzj,1,27,506,11124
30,lzj,1,28,523,5604
30,lzj,1,29,542,3562
30,lzj,1,30,443,2146
30,lzj,1,31,406,1233
30,lzj,1,32,478,900
30,lzj,1,33,490,870
30,lzj,1,34,546,750
30,lzj,1,35,624,778
30,lzj,1,36,673,711
30,lzj,1,37,681,698
30,lzj,1,38,684,800
30,lzj,1,39,659,857
30,lzj,1,40,666,1018
30,lzj,1,41,710,949
30,lzj,1,42,734,1065
30,lzj,1,43,792,789
30,lzj,1,44,786,737
30,lzj,1,45,790,686
30,lzj,1,46,840,707
30,lzj,1,47,812,728
30,lzj,1,48,907,548
30,lzj,1,49,1077,751
30,lzj,1,50,1112,387
30,lzj,1,51,1409,888
30,lzj,1,52,3119,696
30,lzj,1,53,3752,921
30,lzj,1,54,6439,1001
30,lzj,1,55,6331,1075
30,lzj,1,56,6077,1048
30,lzj,1,57,4208,1011
30,lzj,1,58,3242,728
30,lzj,1,59,2313,480
30,lzj,1,60,1732,427
30,lzj,1,61,1600,308
30,lzj,1,62,1401,321
30,lzj,1,63,1435,248
30,lzj,1,64,1365,228
30,lzj,1,65,1269,242
30,lzj,1,66,1093,159
30,lzj,1,67,1342,184
30,lzj,1,68,453,163
30,lzj,1,69,190,128
30,lzj,1,70,39,74
30,lzj,1,71,0,8
30,lzj,1,72,0,0
30,lzj,2,15,0,1
30,lzj,2,16,7,0
30,lzj,2,17,70,2
30,lzj,2,18,102,7
30,lzj,2,19,123,115
30,lzj,2,20,129,316
30,lzj,2,21,157,340
30,lzj,2,22,273,780
30,lzj,2,23,309,1398
30,lzj,2,24,427,3527
30,lzj,2,25,593,7506
30,lzj,2,26,651,9528
30,lzj,2,27,504,9203
30,lzj,2,28,561,5912
30,lzj,2,29,439,3254
30,lzj,2,30,461,2236
30,lzj,2,31,461,1172
30,lzj,2,32,454,1238
30,lzj,2,33,560,922
30,lzj,2,34,636,900
30,lzj,2,35,728,842
30,lzj,2,36,897,810
30,lzj,2,37,773,648
30,lzj,2,38,743,899
30,lzj,2,39,723,875
30,lzj,2,40,772,875
30,lzj,2,41,782,1298
30,lzj,2,42,811,1040
30,lzj,2,43,852,924
30,lzj,2,44,871,692
30,lzj,2,45,820,785
30,lzj,2,46,880,621
30,lzj,2,47,907,853
30,lzj,2,48,950,670
30,lzj,2,49,1197,754
30,lzj,2,50,1173,748
30,lzj,2,51,1573,694
30,lzj,2,52,3192,765
30,lzj,2,53,3881,1014
30,lzj,2,54,6216,1164
30,lzj,2,55,6234,1144
30,lzj,2,56,5699,1213
30,lzj,2,57,4009,1007
30,lzj,2,58,3090,773
30,lzj,2,59,2113,485
30,lzj,2,60,1816,451
30,lzj,2,61,1678,350
30,lzj,2,62,1601,336
30,lzj,2,63,1358,276
30,lzj,2,64,1436,251
30,lzj,2,65,1368,238
30,lzj,2,66,1221,241
30,lzj,2,67,1425,255
30,lzj,2,68,486,179
30,lzj,2,69,246,119
30,lzj,2,70,53,58
30,lzj,2,71,0,4
30,lzj,2,72,0,0
30,lzj,3,15,0,0
30,lzj,3,16,19,0
30,lzj,3,17,52,5
30,lzj,3,18,95,6
30,lzj,3,19,125,132
30,lzj,3,20,130,284
30,lzj,3,21,187,350
30,lzj,3,22,227,729
30,lzj,3,23,349,1344
30,lzj,3,24,419,3276
30,lzj,3,25,620,7563
30,lzj,3,26,584,8883
30,lzj,3,27,392,9996
30,lzj,3,28,541,5220
30,lzj,3,29,463,3542
30,lzj,3,30,400,2064
30,lzj,3,31,543,1338
30,lzj,3,32,495,1069
30,lzj,3,33,634,932
30,lzj,3,34,586,914
30,lzj,3,35,670,888
30,lzj,3,36,813,876
30,lzj,3,37,812,770
30,lzj,3,38,787,970
30,lzj,3,39,723,978
30,lzj,3,40,802,1012
30,lzj,3,41,819,966
30,lzj,3,42,817,1135
30,lzj,3,43,894,864
30,lzj,3,44,852,920
30,lzj,3,45,862,854
30,lzj,3,46,945,755
30,lzj,3,47,958,720
30,lzj,3,48,958,716
30,lzj,3,49,1212,670
30,lzj,3,50,1291,722
30,lzj,3,51,1585,744
30,lzj,3,52,3157,721
30,lzj,3,53,3718,1027
30,lzj,3,54,6295,1019
30,lzj,3,55,6060,1215
30,lzj,3,56,5644,1151
30,lzj,3,57,3954,1034
30,lzj,3,58,2783,774
30,lzj,3,59,2035,545
30,lzj,3,60,1751,437
30,lzj,3,61,1749,387
30,lzj,3,62,1567,287
30,lzj,3,63,1559,324
30,lzj,3,64,1503,226
30,lzj,3,65,1369,310
30,lzj,3,66,1155,222
30,lzj,3,67,1536,211
30,lzj,3,68,589,205
30,lzj,3,69,227,90
30,lzj,3,70,41,74
30,lzj,3,71,4,16
30,lzj,3,72,0,0
30,lzj,4,15,0,0
30,lzj,4,16,26,0
30,lzj,4,17,51,2
30,lzj,4,18,95,4
30,lzj,4,19,137,124
30,lzj,4,20,120,296
30,lzj,4,21,156,324
30,lzj,4,22,262,773
30,lzj,4,23,315,1525
30,lzj,4,24,373,3003
30,lzj,4,25,581,7714
30,lzj,4,26,523,9073
30,lzj,4,27,495,8356
30,lzj,4,28,435,5125
30,lzj,4,29,550,3189
30,lzj,4,30,431,2178
30,lzj,4,31,419,1341
30,lzj,4,32,578,1094
30,lzj,4,33,601,975
30,lzj,4,34,618,886
30,lzj,4,35,814,946
30,lzj,4,36,903,877
30,lzj,4,37,1011,864
30,lzj,4,38,856,815
30,lzj,4,39,792,1065
30,lzj,4,40,860,1029
30,lzj,4,41,941,1118
30,lzj,4,42,956,970
30,lzj,4,43,1060,945
30,lzj,4,44,1014,922
30,lzj,4,45,1016,859
30,lzj,4,46,1191,784
30,lzj,4,47,1330,816
30,lzj,4,48,1332,861
30,lzj,4,49,1750,877
30,lzj,4,50,1799,942
30,lzj,4,51,1847,1021
30,lzj,4,52,3347,1013
30,lzj,4,53,4035,1330
30,lzj,4,54,6028,1505
30,lzj,4,55,5815,1497
30,lzj,4,56,5193,1557
30,lzj,4,57,3583,1556
30,lzj,4,58,2686,1149
30,lzj,4,59,2107,874
30,lzj,4,60,1749,668
30,lzj,4,61,1721,592
30,lzj,4,62,1646,440
30,lzj,4,63,1666,447
30,lzj,4,64,1858,425
30,lzj,4,65,1943,403
30,lzj,4,66,1713,317
30,lzj,4,67,1962,344
30,lzj,4,68,871,264
30,lzj,4,69,436,180
30,lzj,4,70,67,90
30,lzj,4,71,1,23
30,lzj,4,72,0,0
